user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
rebecca_fryar,Tue Oct 26 14:57:42 +0000 2021,"River Valley, Arkansas","He hexed her conscience. She hexed his heart. Happily-ever-after blew up.
Ã°ÂÂ§ÂÃ¢ÂÂÃ¢ÂÂÃ¯Â¸ÂÃ°ÂÂ§ÂÃ¢ÂÂÃ¢ÂÂÃ¯Â¸Â900 years of slow burn
Ã°ÂÂÂÃ¯Â¸ÂThere's only one bed, and you snore
Ã°ÂÂÂ¡It's all your fault
Ã°ÂÂÂ¥Dark magic and light magic don't mix, but they're hot as dragon fire, and twice as explosive.

#DVpit #A #LGBT #F #R",3,2,4973,he hexed her conscience she hexed his heart happilyeverafter blew up          years of slow burn   there is only one bed and you snore  it is all your fault  dark magic and light magic do not mix but they are hot as dragon fire and twice as explosive  dvpit a lgbt f r,hexed conscience hexed heart happilyeverafter blew years slow burn one bed snore fault dark magic light magic mix hot dragon fire twice explosive dvpit lgbt f r,,neutral
rebecca_fryar,Tue Oct 26 12:40:31 +0000 2021,"River Valley, Arkansas","When a magic joke implodes, it's up to two grumpy old witches to stop their hate mail campaign to save happily-ever-after for an entire kingdom. Hector and Ida have a week to stop a princess and Dragon love affair while avoiding a bad romance of their own.

#DVpit #A #LGBT #F #R",0,8,4973,when a magic joke implodes it is up to two grumpy old witches to stop their hate mail campaign to save happilyeverafter for an entire kingdom hector and ida have a week to stop a princess and dragon love affair while avoiding a bad romance of their own  dvpit a lgbt f r,magic joke implodes two grumpy old witches stop hate mail campaign save happilyeverafter entire kingdom hector ida week stop princess dragon love affair avoiding bad romance dvpit lgbt f r,,neutral
rebecca_fryar,Mon Oct 25 21:38:29 +0000 2021,"River Valley, Arkansas","THE GODFATHER ÃÂ FERNGULLY

A hot-mess fairy henchman bent on revenge takes on the Fairy Godfather and his mafia with the help of a theatrical praying mantis and an arrogant blue jay.
Also a bee tutu.
But we don't talk about that.

#DVpit #LGBT #MG #F https://t.co/iqbLlVnShT",0,6,4973,the godfather   ferngully  a hotmess fairy henchman bent on revenge takes on the fairy godfather and his mafia with the help of a theatrical praying mantis and an arrogant blue jay also a bee tutu but we do not talk about that  dvpit lgbt mg f ,godfather ferngully hotmess fairy henchman bent revenge takes fairy godfather mafia help theatrical praying mantis arrogant blue jay also bee tutu talk dvpit lgbt mg f,,neutral
pplRmyreligion,Mon Oct 25 06:33:16 +0000 2021,SC US,@volkvulture1 @calebmaupin OK so the entire left is an anti-class conciousness LGBT conspiracy?,0,0,360,  ok so the entire left is an anticlass conciousness lgbt conspiracy,ok entire left anticlass conciousness lgbt conspiracy,,neutral
MegaTakesATwit,Mon Oct 25 20:31:16 +0000 2021,"SC, USA","I really want people to realize LGBT people as a whole barely have any clout in this society to change anything and when it does happen, itÃ¢ÂÂs the done for white LGBT people. Done with D**e Ch******e and his stans.",9,7,2791,i really want people to realize lgbt people as a whole barely have any clout in this society to change anything and when it does happen it s the done for white lgbt people done with de che and his stans,really want people realize lgbt people whole barely clout society change anything happen done white lgbt people done de che stans,,pro-lgbt
mcguireshane461,Thu Oct 28 04:23:42 +0000 2021,"Scottsboro, AL",@GraceRandolph People don't care about the LGBT stuff anymore they got inclusion people want to move on nobody cares anymore we want just want good stories same as the comic books themselves need better stories,6,0,165, people do not care about the lgbt stuff anymore they got inclusion people want to move on nobody cares anymore we want just want good stories same as the comic books themselves need better stories,people care lgbt stuff anymore got inclusion people want move nobody cares anymore want want good stories comic books need better stories,,anti-lgbt
susanlynnestitt,Tue Oct 26 18:39:33 +0000 2021,"Senoia, GA","Thanks to @PrettyPrgrssive for including ""100 Questions and Answers About Sexual Orientation"" by the @BiasBusters in this article ""Experts Tell Us the Best LGBT Books For Parents"" https://t.co/RxbYuN2Vrv  #bookstoread #LGBT #LGBTQ #Parenting",2,0,3536,thanks to  for including  questions and answers about sexual orientation by the  in this article experts tell us the best lgbt books for parents   bookstoread lgbt lgbtq parenting,thanks including questions answers sexual orientation article experts tell us best lgbt books parents bookstoread lgbt lgbtq parenting,,pro-lgbt
kiran_oliver,Fri Oct 29 14:51:01 +0000 2021,"Shreveport, LA",Do I want to renew the https://t.co/tvREDwKKt7 domain? Does anyone want to partner to actually do something with it with me...?,4,1,3615,do i want to renew the  domain does anyone want to partner to actually do something with it with me,want renew domain anyone want partner actually something,,neutral
therevgarrett,Sun Oct 24 15:01:53 +0000 2021,"Shreveport, LA","The LGBT community 

@RameBear @JamesYazell @kelseyleftwich (and allies) https://t.co/jDjY9XNkM4 https://t.co/LJa9WQixws",4,0,798,the lgbt community      and allies  ,lgbt community allies,,pro-lgbt
legendofyae,Sat Oct 23 15:53:23 +0000 2021,"Slidell, LA",Again why shoot yourself in the foot you could have not mentioned this at all but then you wouldn't have a reason to say anything in the first place because you said your motivation before was because of the role white people play in lgbt,0,0,152,again why shoot yourself in the foot you could have not mentioned this at all but then you would not have a reason to say anything in the first place because you said your motivation before was because of the role white people play in lgbt,shoot foot could mentioned would reason say anything first place said motivation role white people play lgbt,,anti-lgbt
muveiI,Sun Oct 31 04:20:16 +0000 2021,South Carolina,first i think about wooseok while at the strip club n now iÃ¢ÂÂm thinking about changbin while girls are dancing on me iÃ¢ÂÂm the worst member of the lgbt community,2,0,151,first i think about wooseok while at the strip club n now i m thinking about changbin while girls are dancing on me i m the worst member of the lgbt community,first think wooseok strip club n thinking changbin girls dancing worst member lgbt community,,pro-lgbt
AmandaMontagne,Fri Oct 29 03:14:17 +0000 2021,South Carolina,"@nerdy_awesome24 @MarzGurl Because they imagine it to be some trojan horse that will corrupt their 'based' anime with EVIL SJW WOKENESS. Because, as we all know, LGBT characters and themes have never existed in anime ever.",7,1,180,  because they imagine it to be some trojan horse that will corrupt their based anime with evil sjw wokeness because as we all know lgbt characters and themes have never existed in anime ever,imagine trojan horse corrupt based anime evil sjw wokeness know lgbt characters themes never existed anime ever,,anti-lgbt
BrandonH_1995,Fri Oct 29 02:04:28 +0000 2021,South Carolina,"@MarzGurl Ya know, for a group that likes to present themselves as models of machismo and claim that leftists are the ones who get offended about everything, they get quite bitchy when thereÃ¢ÂÂs any form of media involving someone who is LGBT, a person of color, and/or a strong woman.
Ã°ÂÂÂ",13,0,877, ya know for a group that likes to present themselves as models of machismo and claim that leftists are the ones who get offended about everything they get quite bitchy when there s any form of media involving someone who is lgbt a person of color andor a strong woman  ,ya know group likes present models machismo claim leftists ones get offended everything get quite bitchy form media involving someone lgbt person color andor strong woman,,pro-lgbt
AmandaMontagne,Thu Oct 28 18:53:44 +0000 2021,South Carolina,"@amitysluz @StrypeisonFire Anyone with an anime icon decrying LGBT representation in younger teen-aimed western media reaaaaallly needs to take a few fucking steps back. Hell, gay relationships have been a recurring staple in the Shoujo genre for goddamned decades.",7,0,180,  anyone with an anime icon decrying lgbt representation in younger teenaimed western media reaaaaallly needs to take a few fucking steps back hell gay relationships have been a recurring staple in the shoujo genre for goddamned decades,anyone anime icon decrying lgbt representation younger teenaimed western media reaaaaallly needs take fucking steps back hell gay relationships recurring staple shoujo genre goddamned decades,,pro-lgbt
PunishedFingers,Tue Oct 26 20:38:08 +0000 2021,South Carolina,"I personally hate Graziano as a gay man due to her ""lol, I'm LGBT but I won't identify as which one."" She's not one of us, she's a corporate pawn to push non-Charlestonian ideology.",0,0,69,i personally hate graziano as a gay man due to her lol i am lgbt but i will not identify as which one she is not one of us she is a corporate pawn to push noncharlestonian ideology,personally hate graziano gay man due lol lgbt identify one one us corporate pawn push noncharlestonian ideology,,anti-lgbt
tanyacarinae,Tue Oct 26 15:46:16 +0000 2021,South Carolina,@magellenkay LGBT and necromancy? Yes.,1,0,705, lgbt and necromancy yes,lgbt necromancy yes,,neutral
AmandaMontagne,Sun Oct 24 01:12:43 +0000 2021,South Carolina,"@Lionel_Maybe @Nash076 Numerous state legislatures are pushing hard against transgender people and actively seeking to cause them harm. For fucksake, Abbot pulled a state sponsored LGBT suicide hotline, because a primary challenger said it was 'offensive to use tax-payer money for the trans agenda'",3,0,180,  numerous state legislatures are pushing hard against transgender people and actively seeking to cause them harm for fucksake abbot pulled a state sponsored lgbt suicide hotline because a primary challenger said it was offensive to use taxpayer money for the trans agenda,numerous state legislatures pushing hard transgender people actively seeking cause harm fucksake abbot pulled state sponsored lgbt suicide hotline primary challenger said offensive use taxpayer money trans agenda,,pro-lgbt
AmandaMontagne,Fri Oct 22 21:10:55 +0000 2021,South Carolina,"@AnaloguePirate @periuspb Do you honestly think that if the ""T"" from the LGBT community, reactionary shit lords like Andy Ngo would wipe their hands, say ""jobs done!"" and leave it at that? If transpeople disappeared tomorrow, conservatives would move on to attacking the gay community.",0,0,180,  do you honestly think that if the t from the lgbt community reactionary shit lords like andy ngo would wipe their hands say jobs done and leave it at that if transpeople disappeared tomorrow conservatives would move on to attacking the gay community,honestly think lgbt community reactionary shit lords like andy ngo would wipe hands say jobs done leave transpeople disappeared tomorrow conservatives would move attacking gay community,,pro-lgbt
cw3092,Sat Oct 30 00:12:27 +0000 2021,"South Carolina, USA","@chris_allman @AllenBGlines @Jim_Jordan Texas abortion law, any law that limits freedom and equality for LGBT folks, school choice. They would turn this country into a theocracy if they could",0,0,58,   texas abortion law any law that limits freedom and equality for lgbt folks school choice they would turn this country into a theocracy if they could,texas abortion law law limits freedom equality lgbt folks school choice would turn country theocracy could,,anti-lgbt
